unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
2086.02,230387153,CANDIDATE,20.261655,2.9685197,612.9485468,2.4206095,598.3529678,30.2935939,5337.0,0.914083,4.48036,11.316,TESS
2087.01,219462190,CANDIDATE,,16.0960466,548.082765,2.2664482,423.9008895,7.6309448,5647.0,0.953815,4.48001,10.0537,TESS
2088.01,441765914,CONFIRMED,124.72987,7.2967692,1781.9160024,3.5130935,292.6629465,1.7337719,4902.0,0.831423,4.5026,10.8812,TESS
2089.01,341815197,CANDIDATE,49.9950015,5.109,1080.0,2.65286,434.0,5.92112,5274.27,0.78,4.61038,11.5509,TESS
209.01,52204645,CANDIDATE,4.3794298,1.6639354,969.6957616,2.3149088,845.782334,120.9359556,4892.0,0.742779,4.50955,10.8545,TESS
2090.01,233721037,CANDIDATE,230.92212,15.8602661,284.9247434,3.6785805,459.2148716,10.5095659,6395.0,2.1204,3.89312,8.80613,TESS
2091.01,219778329,CANDIDATE,177.2188871,5.5590645,294.429628,2.0323111,347.4769843,3.4452852,5809.0,1.15025,4.33351,8.1529,TESS
2092.01,393965778,CANDIDATE,4.3032642,2.5737232,710.7656808,2.66568,1042.0,195.793,5468.73,1.05,4.37458,10.6375,TESS
2093.01,402898317,CANDIDATE,53.8108713,4.2655099,965.1696621,2.2249096,337.4556203,3.0646979,4455.0,0.730261,4.55621,10.6699,TESS
2094.01,356016119,CANDIDATE,18.7931749,1.09889,1844.6985474,1.7151271,297.7046646,1.8563658,3457.0,0.376775,4.84825,12.2669,TESS
2095.01,235678745,CONFIRMED,17.664866,2.7644951,736.3925122,1.2984859,351.2711274,3.5982457,3746.0,0.463205,4.76979,11.0788,TESS
2095.02,235678745,CONFIRMED,28.1722501,3.3983448,950.5653623,1.4475246,300.6575117,1.9311199,3746.0,0.463205,4.76979,11.0788,TESS
2096.01,142748283,CONFIRMED,3.1190716,1.1585974,2964.5828911,1.6229796,454.5004101,10.0845871,3285.0,0.247331,4.98992,13.4764,TESS
2096.02,142748283,CONFIRMED,6.3878202,1.4551851,5857.0164704,2.041471,357.8973634,3.8775285,3285.0,0.247331,4.98992,13.4764,TESS
2097.01,279982557,FALSE_POSITIVE,1.7890217,1.9190564,391.6251669,1.6741803,1237.8242135,554.8261181,5264.0,0.791524,4.59586,11.6685,TESS
2098.01,356700488,CANDIDATE,,12.4131426,230.8387014,2.4661884,491.7838032,13.8234959,7788.0,1.5457799,4.32577,8.20773,TESS
2099.01,230386397,FALSE_POSITIVE,19.5078657,4.603,1770.0,3.92839,780.0,61.4917,4316.0,0.71,4.56,11.2011,TESS
210.01,141608198,CANDIDATE,9.0105414,1.8443264,4125.0713,2.1513682,345.2246743,3.3568205,3275.0,0.330146,4.438,12.5395,TESS
2100.01,219436394,CANDIDATE,23.6573994,2.308778,1180.9350567,3.0681221,561.884745,23.5564568,5535.0,0.846615,4.57126,10.8676,TESS
2101.01,165527918,CANDIDATE,9.0753271,3.6156842,586.9172699,2.5831328,849.1403218,122.8680194,5619.0,0.997589,4.44,10.6397,TESS
2102.01,289590465,CANDIDATE,6.7060238,1.6782365,542.9365808,2.12647,808.0950027,100.7791488,5292.0,0.807811,4.58201,11.4106,TESS
2102.02,289590465,CANDIDATE,,3.3394704,1474.5340825,3.219425,213.6889395,0.4927756,5292.0,0.807811,4.58201,11.4106,TESS
2103.01,160491359,CANDIDATE,2.6620728,1.7235054,220.9994213,1.2172175,1031.3932912,267.4349792,4884.0,0.799716,4.54,10.3366,TESS
2103.02,160491359,CANDIDATE,20.2926468,3.7402567,319.9395199,1.7004976,524.0644631,17.826244,4884.0,0.799716,4.54,10.3366,TESS
2104.01,367630162,CANDIDATE,3.2723118,1.815,464.0,1.46772,947.0,133.517,4907.0,0.72,4.62,10.0556,TESS
2104.02,367630162,CANDIDATE,5.904369,2.653,351.0,1.35959,846.0,85.3357,4907.0,0.72,4.62,10.0556,TESS
2104.03,367630162,CANDIDATE,15.1808746,2.808,689.0,1.86864,574.0,18.1396,4907.0,0.72,4.62,10.0556,TESS
2104.04,367630162,CANDIDATE,1.9803146,1.66,306.0,1.16969,1160.0,301.491,4907.0,0.72,4.62,10.0556,TESS
2104.05,367630162,CANDIDATE,9.56111,3.0128111,381.556764,1.6790876,643.7214903,40.5800926,4907.0,0.723757,4.62,10.0556,TESS
2105.01,156199502,CANDIDATE,15.9152686,1.1393111,652.5574248,2.2277479,561.0187018,23.4115602,4718.0,0.821067,4.49012,9.8565,TESS
2106.01,393911494,FALSE_POSITIVE,0.6332593,0.8622011,1191.4597195,5.3027904,2032.1990726,4030.7512475,5590.0,0.976212,4.45374,9.85649,TESS
2107.01,446549906,CONFIRMED,2.45457,2.39,19250.0,14.183,1322.0,508.468,5565.0,0.97,4.45,11.3819,TESS
2108.01,347538174,CANDIDATE,6.8019625,2.9121651,15465.6374163,29.3148832,1207.2104771,501.9413628,6300.0,1.42268,4.22,10.223,TESS
2109.01,392476080,CONFIRMED,0.67249,1.801,7890.0,15.7288,3053.0,14429.0,6647.0,1.7,4.12,9.78569,TESS
211.01,300293197,CANDIDATE,6.5638575,1.7124147,2132.1775602,7.6270781,1003.4097296,239.5709931,5873.97,1.08871,4.35182,9.4906,TESS
2110.01,394029948,FALSE_POSITIVE,32.76639,6.089,500.0,3.20531,693.0,38.3962,6073.0,1.39,4.21,9.69902,TESS
2111.01,356235833,FALSE_POSITIVE,1.2680452,1.027,538.0,2.24707,1320.0,504.879,5477.0,0.95,4.46,9.1597,TESS
2112.01,427320001,CANDIDATE,14.0120582,5.9348633,751.5203056,4.4835127,1091.1652269,335.0295174,7184.0,1.58046,4.25,7.1776,TESS
2112.02,427320001,CANDIDATE,155.8237,10.641846,1164.4006092,5.5521957,902.0914695,156.5032302,7184.0,1.58046,4.25,7.1776,TESS
2113.01,1400212743,FALSE_POSITIVE,5.24612,4.194,1030.0,5.61881,1220.0,368.522,5286.9,1.76,,10.5163,TESS
2114.01,9828416,CANDIDATE,6.2099619,4.49,4090.0,14.369,1670.0,1293.02,6382.0,2.1,3.9,9.8251,TESS
2115.01,54464870,FALSE_POSITIVE,3.6944323,4.915,312.0,3.05838,2433.0,5824.87,8153.0,2.11,4.09,8.29254,TESS
2116.01,422838133,FALSE_POSITIVE,5.3089937,5.876,531.0,3.29803,1883.0,2090.71,6927.0,1.65,4.18,9.68129,TESS
2117.01,279212407,FALSE_POSITIVE,28.6620782,4.351,2600.0,12.4971,921.0,119.851,6280.0,1.72,4.05,9.98272,TESS
2118.01,17416749,FALSE_POSITIVE,2.34483,1.417,370.0,4.2647,1367.0,580.577,6398.0,2.13,3.89,8.63532,TESS
2119.01,236387002,CONFIRMED,7.2008611,2.03,50063.0,12.0629,491.0,9.67439,3606.0,0.5,4.74,10.3978,TESS
212.01,206609630,CANDIDATE,0.3352715,0.7189856,19687.8213975,4.4688,2623.6739175,11198.5149308,3332.0,0.3,4.94964,12.5595,TESS
2120.01,389900760,CONFIRMED,5.7998189,1.014374,8567.3390223,2.6346124,354.6027378,3.7367095,3179.0,0.240233,4.99978,12.8233,TESS
2121.01,88996391,CANDIDATE,2.3195654,2.0259086,19508.6953576,12.4030722,953.6736208,195.4879901,4325.66,0.628365,4.438,11.9441,TESS
2122.01,311408969,CONFIRMED,3.5852284,3.0197224,16909.228538,14.5431829,1233.5328348,547.1719916,5852.0,1.06725,4.40684,12.658,TESS
2123.01,105840719,CANDIDATE,10.3088514,3.8012836,2122.245998,4.0217464,729.1224998,66.7917777,5432.0,0.843702,4.56341,9.5373,TESS
2124.01,159742538,CONFIRMED,3.5539283,3.6341388,9368.3887704,21.2028076,1761.6794429,2276.2950187,6184.0,2.0085199,3.9042,11.1116,TESS
2125.01,116242971,CONFIRMED,5.0316347,5.265,4912.0,15.3999,1656.0,1248.65,6350.0,2.16,3.87,10.1213,TESS
2126.01,116264089,CONFIRMED,1.306188,1.4177746,24746.2794438,16.758883,1443.2894048,1025.5021895,5489.0,0.820181,4.59342,11.7213,TESS
2127.01,21744120,CONFIRMED,5.5080682,2.6399995,21584.7573167,10.7299795,768.0533689,82.2406616,4790.0,0.740113,4.58765,11.733,TESS
2128.01,21832928,CONFIRMED,16.3413889,5.3764481,372.0970618,2.629079,777.2060824,86.231465,5991.11,1.12506,4.37711,6.6813,TESS
2129.01,101721385,CONFIRMED,4.627664,2.306,6190.0,14.3694,1581.0,1038.78,6727.6,1.55,4.22,9.54417,TESS
213.01,234345288,CANDIDATE,23.5199045,3.222,1243.0,2.30502,500.0,10.453,4566.4,0.67,4.93,9.7806,TESS
213.02,234345288,CANDIDATE,7.7565534,2.4341043,286.2558604,1.1359985,629.8978948,37.2050274,4566.4,0.672062,4.93,9.7806,TESS
2130.01,320798691,CONFIRMED,5.0052605,4.9057646,7641.404098,13.6314528,1333.3240765,746.902456,6115.0,1.46701,4.16703,11.0269,TESS
2131.01,27848472,CONFIRMED,1.8468345,2.565,13237.0,16.4012,1825.0,1845.3,6352.0,1.36,4.27,10.1058,TESS
2132.01,358516596,CONFIRMED,3.2440454,3.6774272,15011.9381969,21.0498466,1428.2108779,983.3097556,5703.0,1.38951,4.16,10.2025,TESS
2133.01,39200363,CANDIDATE,3.8266587,2.0605848,1181.8154296,2.4536347,765.3931102,81.1071602,4175.0,0.716312,4.54,10.8571,TESS
2134.01,75878355,CONFIRMED,9.2292078,2.817,1606.0,3.21883,690.0,37.6631,4406.0,0.77,4.50428,7.7945,TESS
2134.02,75878355,CONFIRMED,95.8531625,5.024,5975.0,5.95763,356.0,2.69104,4406.0,0.77,4.50428,7.7945,TESS
2135.01,76419763,CONFIRMED,2.7884723,2.9462464,14467.6854046,13.9432645,1377.4020358,850.6754194,5833.0,1.12956,4.35385,11.3998,TESS
2136.01,336128819,CONFIRMED,7.8519082,1.6318726,3873.9591492,2.1705803,379.2777558,4.8904688,3384.0,0.34388,4.87998,11.7371,TESS
2137.01,23059280,CANDIDATE,14.1502269,3.8264451,41358.8663923,18.6317683,617.9412206,34.4595552,4882.0,0.873952,4.45655,12.2186,TESS
2138.01,336267424,FALSE_POSITIVE,1.4821845,2.5956827,16269.2562793,27.5079498,2029.0310837,4005.675856,6835.31,1.31284,4.37191,12.5466,TESS
2139.01,308172249,CONFIRMED,1.4013784,1.7042715,19735.2001267,13.9977478,1403.6558119,917.4100949,4984.0,0.934977,4.41028,12.4197,TESS
214.01,167415965,CANDIDATE,18.5537012,3.438,448.0,1.57606,623.0,25.0891,5346.2,0.8,4.6,8.0089,TESS
214.02,167415965,CANDIDATE,9.695961,2.772,122.0,0.808552,794.0,66.2914,5346.2,0.8,4.6,8.0089,TESS
2140.01,399860444,CONFIRMED,2.4706114,1.794486,14310.7159758,13.7703405,1363.7991993,817.5658193,5854.0,1.01613,4.45,10.854,TESS
2141.01,287256467,CONFIRMED,18.2616878,3.434,971.0,2.85973,767.0,57.4643,5674.0,0.94,4.49483,8.8975,TESS
2142.01,44313455,CANDIDATE,9.3004351,2.3510062,1595.2088627,1.5550304,374.0815959,4.6279256,3472.0,0.363966,4.86042,11.0768,TESS
2143.01,103195323,CANDIDATE,5.5899401,5.032,3840.0,12.1202,1818.0,1816.63,7437.0,1.95,4.09,10.1041,TESS
2144.01,428988981,CANDIDATE,37.3415931,5.351,766.0,2.1417,528.0,12.9381,5452.0,0.88,4.53224,9.90667,TESS
2145.01,88992642,CONFIRMED,10.2611329,7.369,1900.0,12.2521,1327.0,515.939,6202.0,2.78,3.63,8.55942,TESS
2146.01,158916431,FALSE_POSITIVE,5.8924856,3.134,4530.0,17.4655,1853.0,1958.56,7272.0,2.13,4.0,9.9094,TESS
2147.01,341630071,CANDIDATE,26.2049782,5.8635323,5593.1821784,10.15497,733.1847347,68.292759,6115.0,1.3363301,4.25,10.7047,TESS
2148.01,233569098,FALSE_POSITIVE,23.48522,3.546,6020.0,14.0152,782.0,62.0856,5930.0,1.51,4.11,10.6746,TESS
2149.01,1716467085,CANDIDATE,0.5842495,0.559,1041.0,5.50799,1645.0,1217.74,6020.0,1.34,4.18,10.1099,TESS
215.01,231912935,CANDIDATE,26.2851404,2.7692779,975.2076991,3.082863,592.4436342,29.1144876,5821.0,0.96445,4.44094,10.5011,TESS
2150.01,230267547,FALSE_POSITIVE,2.2263798,2.863,1270.0,6.51393,1877.0,2064.9,6446.3,1.84,4.03,10.4288,TESS
2151.01,23389848,FALSE_POSITIVE,15.64643,7.75,6010.0,16.1126,1181.0,323.367,5660.0,1.95,3.86,10.142,TESS
2152.01,395393265,CONFIRMED,3.3772835,3.6434514,7216.4961357,15.3058361,1745.8918919,2195.7879328,6688.0,1.73235,4.11,10.7053,TESS
2153.01,406855039,FALSE_POSITIVE,2.7180835,6.1842922,329.1728205,4.2423946,1888.9879062,3009.1075587,5668.0,2.1805999,3.76,9.54581,TESS
2154.01,428787891,CONFIRMED,3.8240826,2.5172521,10096.1098633,16.0547024,1436.3420387,1005.8946259,6243.0,1.38719,4.24,10.6611,TESS
2155.01,461591646,CONFIRMED,3.7246883,3.078,3320.0,10.8811,1426.0,686.503,6144.0,1.74,4.02,10.9939,TESS
2156.01,258402425,FALSE_POSITIVE,0.67554,0.922,680.0,15.6973,2591.0,7493.17,4872.0,2.74,,9.87437,TESS
2157.01,298495970,FALSE_POSITIVE,8.4249043,2.311,21600.0,15.0361,864.0,92.8193,5756.0,0.93,4.51,10.7033,TESS
2158.01,342642208,CONFIRMED,8.6007557,3.304,5090.0,10.7988,837.0,81.4989,5389.0,1.5,4.06,10.1669,TESS
2159.01,270515566,CANDIDATE,10.0509704,6.129,8660.0,13.5943,1121.0,263.046,5844.0,1.41,4.16,10.8595,TESS
216.01,55652896,CONFIRMED,34.5059318,3.8206653,17387.9834231,10.4625162,448.7222169,9.5814512,5025.77,0.801736,4.66348,11.5748,TESS
216.02,55652896,CONFIRMED,17.3890454,2.6516541,2971.7532268,6.4840125,563.8759593,23.8921547,5025.77,0.801736,4.66348,11.5748,TESS
2160.01,284477310,CANDIDATE,2.2390502,1.64,490.0,2.73215,1401.0,640.033,6021.0,1.25,4.29,10.6071,TESS
2161.01,366563452,FALSE_POSITIVE,1.5873866,1.51,110.0,1.09083,1294.0,466.553,5028.0,0.81,4.55,9.5998,TESS
2162.01,284564230,FALSE_POSITIVE,12.9773004,4.391,997.0,7.75284,1740.0,1521.69,6610.0,1.66,4.14,10.2182,TESS
2163.01,43429656,CANDIDATE,5.2132496,3.765,750.0,3.72907,1410.0,657.521,6318.0,1.47,4.2,10.235,TESS
2164.01,49967354,FALSE_POSITIVE,1.09333,1.975,1250.0,12.2642,1886.0,2102.07,5274.0,3.39,,10.879,TESS
2165.01,73560357,CANDIDATE,0.9499997,2.544,4200.0,14.0337,3042.0,14232.8,7421.0,2.16,4.0,10.8207,TESS
2166.01,233680651,CANDIDATE,5.1354577,3.716,353.0,3.3405,1518.0,882.558,6515.0,1.99,3.97,10.0788,TESS
